mass_kg,l0_m,axial_force_per_leg_n,joint_torque_required_nm,stall_continuous_margin
2.0,0.0859,9.80665,0.31541416272590506,3.4874781477580643
2.0,0.08600000000000001,9.80665,0.31564118237313427,3.4849698373631055
2.0,0.08610000000000001,9.80665,0.31586653478300986,3.4824835139805637
2.0,0.0862,9.80665,0.3160902222184819,3.480019066327458
2.0,0.0863,9.80665,0.3163122469308723,3.47757638432633
2.0,0.0864,9.80665,0.3165326111598979,3.4751553590929376
2.0,0.08650000000000001,9.80665,0.3167513171336938,3.4727558829241243
2.0,0.08660000000000001,9.80665,0.3169683670688367,3.4703778492858586
2.0,0.0867,9.80665,0.31718376317036584,3.4680211528014686
2.0,0.0868,9.80665,0.3173975076318061,3.4656856892400194
2.0,0.0869,9.80665,0.31760960263518806,3.4633713555048877
2.0,0.08700000000000001,9.80665,0.3178200503510696,3.4610780496224858
2.0,0.08710000000000001,9.80665,0.3180288529385555,3.4588056707311545
2.0,0.0872,9.80665,0.3182360125453174,3.456554119070223
2.0,0.0873,9.80665,0.31844153130761377,3.454323295969214
2.0,0.0874,9.80665,0.3186454113503074,3.452113103837229
2.0,0.0875,9.80665,0.31884765478688487,3.449923446152461
2.0,0.08760000000000001,9.80665,0.31904826371947465,3.447754227451877
2.0,0.0877,9.80665,0.3192472402388636,3.445605353321051
2.0,0.0878,9.80665,0.3194445864245145,3.443476730384137
2.0,0.0879,9.80665,0.3196403043445833,3.4413682662939844
2.0,0.088,9.80665,0.3198343960559341,3.439279869722414
2.0,0.0881,9.80665,0.32002686360415616,3.437211450350615
2.0,0.0882,9.80665,0.3202177090235779,3.435162918859701
2.0,0.0883,9.80665,0.3204069343372831,3.4331341869213787
2.0,0.0884,9.80665,0.32059454155712497,3.431125167188778
2.0,0.0885,9.80665,0.3207805326837396,3.4291357732874017
2.0,0.0886,9.80665,0.3209649097065608,3.4271659198062023
2.0,0.0887,9.80665,0.3211476746038323,3.425215522288803
2.0,0.0888,9.80665,0.3213288293426214,3.4232844972248335
2.0,0.0889,9.80665,0.321508375878831,3.421372762041398
2.0,0.089,9.80665,0.3216863161572126,3.419480235094659
2.0,0.0891,9.80665,0.32186265211137643,3.417606835661564
2.0,0.0892,9.80665,0.32203738566380463,3.4157524839316644
2.0,0.0893,9.80665,0.32221051872586054,3.4139171009990816
2.0,0.08940000000000001,9.80665,0.32238205319780067,3.412100608854564
2.0,0.0895,9.80665,0.32255199096878406,3.4103029303776826
2.0,0.0896,9.80665,0.32272033391688265,3.4085239893291246
2.0,0.0897,9.80665,0.32288708390909016,3.406763710343113
2.0,0.0898,9.80665,0.323052242801332,3.4050220189199214
2.0,0.08990000000000001,9.80665,0.32321581243847347,3.4032988414185126
2.0,0.09,9.80665,0.323377794654328,3.4015941050492846
2.0,0.0901,9.80665,0.32353819127166605,3.3999077378669047
2.0,0.0902,9.80665,0.3236970041022221,3.3982396687632765
2.0,0.0903,9.80665,0.32385423494670185,3.396589827460592
2.0,0.09040000000000001,9.80665,0.3240098855947898,3.394958144504491
2.0,0.0905,9.80665,0.32416395782515595,3.3933445512573184
2.0,0.0906,9.80665,0.32431645340546117,3.391748979891494
2.0,0.0907,9.80665,0.3244673740923645,3.3901713633829598
2.0,0.0908,9.80665,0.3246167216315272,3.3886116355047515
2.0,0.09090000000000001,9.80665,0.3247644977576202,3.3870697308206315
2.0,0.091,9.80665,0.32491070419432655,3.385545584678856
